Title,Distibutor,Max Theaters,Opening Weekend,Opening Theaters,Year,Weekend #,Multiplier,Box Office Mojo URL,RT Rating,Mojo Genre,Mojo MPAA,Mojo Budget,Director,Producer,Composer,Gross
Nerve,LGF,2538,9445456,2538,2016,31,4.08,http://www.boxofficemojo.com/movies/?id=nerve.htm,66,Thriller,PG-13,?,Henry Joost,?,?,38583626
Surrogates,BV,2992,14902692,2951,2009,39,2.59,http://www.boxofficemojo.com/movies/?id=surrogates.htm,39,Sci-Fi Action,PG-13,80,Jonathan Mostow,Elizabeth Banks,?,38577772
Sex Tape,Sony,3062,14608152,3062,2014,29,2.64,http://www.boxofficemojo.com/movies/?id=sextape.htm,17,Comedy,R,40,Jake Kasdan,Todd Black,?,38543473
Spy Kids: All the Time in the World,W/Dim.,3305,11644672,3295,2011,33,3.31,http://www.boxofficemojo.com/movies/?id=spykids4.htm,22,Family Adventure,PG,27,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,38538188
Rock of Ages,WB (NL),3470,14437269,3470,2012,24,2.67,http://www.boxofficemojo.com/movies/?id=rockofages.htm,41,Musical,PG-13,75,Adam Shankman,Chris D,?,38518613
47 Ronin,Uni.,2690,9910310,2689,2013,52,3.87,http://www.boxofficemojo.com/movies/?id=47ronin.htm,14,Action Drama,PG-13,175,Carl Rinsch,Pamela Abdy,Ilan Eshkeri,38362475
Brooklyn,FoxS,962,187281,5,2015,48,204.63,http://www.boxofficemojo.com/movies/?id=brooklyn.htm,97,Drama,PG-13,?,John Crowley,?,Michael Brook,38322743
Meet the Spartans,Fox,2643,18505530,2605,2008,4,2.07,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,2,Comedy,PG-13,?,Jason Friedberg,Jason Friedberg,Christopher Lennertz,38233676
Scream 4,W/Dim.,3314,18692090,3305,2011,15,2.04,http://www.boxofficemojo.com/movies/?id=scream4.htm,59,Horror,R,40,Wes Craven,Wes Craven,Marco Beltrami,38180928
Ninja Assassin,WB,2503,13316158,2503,2009,48,2.86,http://www.boxofficemojo.com/movies/?id=ninjaassassin.htm,26,Action,R,40,James McTeigue,Jon Jashni,Ilan Eshkeri,38122883
Harold and Kumar Escape from Guantanamo Bay,WB (NL),2545,14908404,2510,2008,17,2.56,http://www.boxofficemojo.com/movies/?id=haroldandkumar2.htm,53,Comedy,R,12,Jon Hurwitz,Greg Shapiro,?,38108728
First Sunday,SGem,2213,17714821,2213,2008,2,2.14,http://www.boxofficemojo.com/movies/?id=firstsunday.htm,13,Crime Comedy,PG-13,?,David E. Talbert,Matt Alvarez,?,37931869
Big Mommas: Like Father Like Son,Fox,2821,16300803,2821,2011,7,2.33,http://www.boxofficemojo.com/movies/?id=bigmomma3.htm,5,Action Comedy,PG-13,32,John Whitesell,Arnon Milchan,?,37915414
Wild (2014),FoxS,1361,606810,21,2014,51,62.43,http://www.boxofficemojo.com/movies/?id=wild2014.htm,90,Drama,R,?,Jean,Bruna Papandrea,?,37880356
The Secret Life of Bees,FoxS,1630,10527799,1591,2008,42,3.59,http://www.boxofficemojo.com/movies/?id=secretlifeofbees.htm,58,Drama,PG-13,11,Gina Prince,Will Smith,Mark Isham,37770162
August: Osage County,Wein.,2411,179302,5,2014,2,210.48,http://www.boxofficemojo.com/movies/?id=augustosagecounty.htm,64,Comedy,R,?,John Wells,George Clooney,?,37738810
For Colored Girls,LGF,2127,19497324,2127,2010,45,1.94,http://www.boxofficemojo.com/movies/?id=forcoloredgirls.htm,32,Drama,R,21,Tyler Perry,Paul Hall,Aaron Zigman,37729698
Philomena,Wein.,1225,128435,4,2013,48,293.61,http://www.boxofficemojo.com/movies/?id=philomena.htm,92,Drama,PG-13,12,Stephen Frears,Steve Coogan,Alexandre Desplat,37709979
Red Riding Hood,WB,3030,14005335,3030,2011,10,2.69,http://www.boxofficemojo.com/movies/?id=redridinghood.htm,10,Drama,PG-13,42,Catherine Hardwicke,Leonardo DiCaprio,Alex Heffes,37662162
Pan's Labyrinth,PicH,1143,568641,17,2007,3,66.18,http://www.boxofficemojo.com/movies/?id=panslabyrinth.htm,95,Foreign,R,19,Guillermo del Toro,Guillermo del Toro,Javier Navarette,37634615
In Time,Fox,3127,12050368,3122,2011,43,3.11,http://www.boxofficemojo.com/movies/?id=now.htm,36,Sci-Fi Thriller,PG-13,40,Andrew Niccol,Marc Abraham,Craig Armstrong,37520095
Abraham Lincoln: Vampire Hunter,Fox,3109,16306974,3108,2012,25,2.3,http://www.boxofficemojo.com/movies/?id=abrahamlincolnvampirehunter.htm,35,Horror Thriller,R,69,Timur Bekmambetov,Timur Bekmambetov,Henry Jackman,37519139
Invictus,WB,2170,8611147,2125,2009,50,4.35,http://www.boxofficemojo.com/movies/?id=eastwood09.htm,76,Drama,PG-13,60,Clint Eastwood,Gary Barber,?,37491364
The Back-Up Plan,CBS,3280,12201710,3280,2010,17,3.07,http://www.boxofficemojo.com/movies/?id=backupplan.htm,18,Romantic Comedy,PG-13,35,?,Todd Black,Stephen Trask,37490007
The Longest Ride,Fox,3371,13019686,3366,2015,15,2.88,http://www.boxofficemojo.com/movies/?id=thelongestride.htm,29,Romance,PG-13,34,George Tillman,Marty Bowen,Mark Isham,37446117
Paul,Uni.,2806,13043310,2802,2011,11,2.87,http://www.boxofficemojo.com/movies/?id=paul.htm,71,Sci-Fi Comedy,R,40,Greg Mottola,Tim Bevan,David Arnold,37412945
Lawless,Wein.,3138,10001982,2888,2012,35,3.74,http://www.boxofficemojo.com/movies/?id=wettestcountry.htm,67,Crime Drama,R,?,John Hillcoat,Megan Ellison,Nick Cave,37400127
J. Edgar,WB,1985,11217324,1910,2011,45,3.33,http://www.boxofficemojo.com/movies/?id=jedgar.htm,43,Drama,R,35,Clint Eastwood,Clint Eastwood,?,37306030
The Roommate,SGem,2534,15002635,2534,2011,5,2.49,http://www.boxofficemojo.com/movies/?id=roommate10.htm,4,Thriller,PG-13,16,Christian E. Christiansen,Doug Davison,John Frizzell,37300107
Jumping the Broom,TriS,2035,15215487,2035,2011,18,2.45,http://www.boxofficemojo.com/movies/?id=jumpingthebroom.htm,56,Comedy,PG-13,6.6,Salim Akil,Elizabeth Hunter,Ed Shearmur,37295394
The Guilt Trip,Par.,2431,5290629,2431,2012,51,7.02,http://www.boxofficemojo.com/movies/?id=mymotherscurse.htm,38,Comedy,PG-13,40,Anne Fletcher,David Ellison,Christophe Beck,37134215
Tyler Perry's The Family That Preys,LGF,2070,17381218,2070,2008,37,2.13,http://www.boxofficemojo.com/movies/?id=familythatpreys.htm,51,Comedy,PG-13,?,Tyler Perry,Tyler Perry,Aaron Zigman,37105289
The Change-Up,Uni.,2913,13531115,2913,2011,31,2.74,http://www.boxofficemojo.com/movies/?id=changeup.htm,25,Comedy,R,52,David Dobkin,David Dobkin,John Debney,37081475
30 Minutes or Less,Sony,2888,13330118,2888,2011,32,2.78,http://www.boxofficemojo.com/movies/?id=30minutesorless.htm,44,Action Comedy,R,28,Ruben Fleischer,Ben Stiller,Nathan Barr,37053924
State of Play,Uni.,2807,14071280,2803,2009,16,2.63,http://www.boxofficemojo.com/movies/?id=stateofplay.htm,84,Thriller,PG-13,?,Kevin Macdonald,Tim Bevan,Alex Heffes,37017955
That's My Boy,Sony,3030,13453714,3030,2012,24,2.75,http://www.boxofficemojo.com/movies/?id=ihateyoudad.htm,20,Comedy,R,70,Sean Anders,Allen Covert,Rupert Gregson,36931089
The Family (2013),Rela.,3091,14034764,3091,2013,37,2.63,http://www.boxofficemojo.com/movies/?id=malavita.htm,29,Action Comedy,R,30,Luc Besson,Luc Besson,?,36918811
Risen,Sony,2915,11801271,2915,2016,8,3.13,http://www.boxofficemojo.com/movies/?id=risen.htm,51,Action,PG-13,20,Kevin Reynolds,?,?,36880033
Notorious (2009),FoxS,1641,20497596,1638,2009,3,1.8,http://www.boxofficemojo.com/movies/?id=notorious08.htm,51,Music Drama,R,20,George Tillman,?,Danny Elfman,36843682
The Brave One,WB,2837,13471488,2755,2007,37,2.73,http://www.boxofficemojo.com/movies/?id=braveone.htm,43,Drama,R,?,Neil Jordan,Susan Downey,Dario Marianelli,36793804
The Heartbreak Kid,P/DW,3233,14022105,3229,2007,40,2.62,http://www.boxofficemojo.com/movies/?id=heartbreakkid.htm,29,Romantic Comedy,R,?,The Farrelly Bros.,Bradley Thomas,?,36787257
Colombiana,TriS,2614,10408176,2614,2011,34,3.52,http://www.boxofficemojo.com/movies/?id=colombiana.htm,27,Action,PG-13,40,Olivier Megaton,Luc Besson,?,36665854
Vampires Suck,Fox,3233,12202831,3233,2010,34,3,http://www.boxofficemojo.com/movies/?id=untitledvampirespoof.htm,4,Horror Comedy,PG-13,20,Jason Friedberg,Arnon Milchan,Christopher Lennertz,36661504
Freedom Writers,Par.,2286,9405582,1360,2007,1,3.89,http://www.boxofficemojo.com/movies/?id=freedomwriters.htm,69,Drama,PG-13,21,Richard LaGravenese,Michael Shamberg,Mark Isham,36605602
Million Dollar Arm,BV,3019,10515659,3019,2014,20,3.47,http://www.boxofficemojo.com/movies/?id=milliondollararm.htm,63,Sports Drama,PG,25,Craig Gillespie,Joe Roth,A.R. Rahman,36457627
Sucker Punch,WB,3033,19058199,3033,2011,12,1.91,http://www.boxofficemojo.com/movies/?id=suckerpunch.htm,23,Action,PG-13,82,Zack Snyder,Jon Jashni,Tyler Bates,36392502
Death Race,Uni.,2586,12621090,2532,2008,34,2.88,http://www.boxofficemojo.com/movies/?id=deathrace.htm,43,Action Thriller,R,45,Paul W.S. Anderson,Ryan Kavanaugh,Paul Haslinger,36316032
The Nice Guys,WB,2865,11203270,2865,2016,21,3.24,http://www.boxofficemojo.com/movies/?id=niceguys.htm,92,Comedy Thriller,R,?,Shane Black,?,?,36261763
Walking with Dinosaurs,Fox,3243,7091938,3231,2013,51,5.09,http://www.boxofficemojo.com/movies/?id=walkingwithdinosaurs.htm,24,Family Adventure,PG,80,Barry Cook,?,?,36076121
The Pink Panther 2,Sony,3245,11588150,3243,2009,6,3.1,http://www.boxofficemojo.com/movies/?id=pinkpanther2.htm,12,Action Comedy,PG,70,Harald Zwart,Robert Simonds,Christophe Beck,35922978
The Theory of Everything,Focus,1220,208763,5,2014,48,171.93,http://www.boxofficemojo.com/movies/?id=theoryofeverything.htm,79,Drama,PG-13,15,James Marsh,Tim Bevan,?,35893537
The Boy (2016),STX,2671,10778392,2671,2016,4,3.32,http://www.boxofficemojo.com/movies/?id=boy2016.htm,27,Horror,PG-13,10,William Brent Bell,?,?,35819556
Smokin' Aces,Uni.,2219,14638755,2218,2007,4,2.44,http://www.boxofficemojo.com/movies/?id=smokinaces.htm,29,Action Comedy,R,17,Joe Carnahan,Tim Bevan,Clint Mansell,35787686
Trouble with the Curve,WB,3212,12162040,3212,2012,38,2.94,http://www.boxofficemojo.com/movies/?id=troublewiththecurve.htm,51,Drama,PG-13,?,Robert Lorenz,Clint Eastwood,Marco Beltrami,35763137
Changeling,Uni.,1896,489015,15,2008,44,73.09,http://www.boxofficemojo.com/movies/?id=changeling08.htm,76,Thriller,R,55,Clint Eastwood,Robert Lorenz,?,35739802
Larry Crowne,Uni.,2976,13096065,2973,2011,26,2.72,http://www.boxofficemojo.com/movies/?id=larrycrowne.htm,36,Romantic Comedy,PG-13,30,Tom Hanks,Gary Goetzman,James Newton Howard,35608245
The American,Focus,2833,13177790,2823,2010,36,2.7,http://www.boxofficemojo.com/movies/?id=american10.htm,66,Drama,R,20,Anton Corbijn,Grant Heslov,?,35606376
Dirty Grandpa,LGF,2912,11111875,2912,2016,4,3.2,http://www.boxofficemojo.com/movies/?id=dirtygrandpa.htm,11,Comedy,R,?,?,?,?,35593113
Children of Men,Uni.,1524,501003,16,2007,1,70.96,http://www.boxofficemojo.com/movies/?id=childrenofmen.htm,92,Sci-Fi Thriller,R,76,Alfonso Cuaron,Marc Abraham,?,35552383
The Boy Next Door,Uni.,2615,14910105,2602,2015,4,2.38,http://www.boxofficemojo.com/movies/?id=boynextdoor.htm,10,Thriller,R,4,Rob Cohen,Jason Blum,Nathan Barr,35423380
The Messengers,SGem,2529,14713321,2528,2007,5,2.4,http://www.boxofficemojo.com/movies/?id=messengers.htm,12,Horror,PG-13,16,?,Sam Raimi,Joseph LoDuca,35374833
The Watch,Fox,3168,12750297,3168,2012,30,2.77,http://www.boxofficemojo.com/movies/?id=neighborhoodwatch.htm,17,Comedy,R,68,Akiva Schaffer,Shawn Levy,Christophe Beck,35353000
Frankenweenie,BV,3005,11412213,3005,2012,40,3.09,http://www.boxofficemojo.com/movies/?id=frankenweenie.htm,87,Animation,PG,39,Tim Burton,Tim Burton,Danny Elfman,35291068
Carrie (2013),SGem,3157,16101552,3157,2013,42,2.19,http://www.boxofficemojo.com/movies/?id=carrie2013.htm,48,Horror,R,30,Kimberly Peirce,J. Miles Dale,?,35266619
The Number 23,NL,2759,14602867,2759,2007,8,2.41,http://www.boxofficemojo.com/movies/?id=number23.htm,8,Thriller,R,30,Joel Schumacher,Mike Drake,Harry Gregson,35193167
Star Wars: The Clone Wars,WB,3452,14611273,3452,2008,33,2.41,http://www.boxofficemojo.com/movies/?id=starwarsclonewars.htm,18,Animation,PG,?,?,?,?,35161554
Ouija: Origin of Evil,Uni.,3168,14065500,3167,2016,43,2.5,http://www.boxofficemojo.com/movies/?id=blumhouse3.htm,82,Horror,PG-13,9,Mike Flanagan,Michael Bay,?,35144505
Pan,WB,3515,15315435,3515,2015,41,2.29,http://www.boxofficemojo.com/movies/?id=pan.htm,27,Fantasy,PG,150,Joe Wright,Greg Berlanti,?,35088320
Step Up Revolution,LG/S,2606,11731708,2567,2012,30,2.99,http://www.boxofficemojo.com/movies/?id=stepup4.htm,42,Music Drama,PG-13,33,Scott Speer,Jennifer Gibgot,Aaron Zigman,35074677
A Very Harold & Kumar 3D Christmas,WB,2875,12954142,2875,2011,44,2.71,http://www.boxofficemojo.com/movies/?id=haroldandkumar3.htm,68,Comedy,R,19,Todd Strauss,Greg Shapiro,William Ross,35061031
Drive (2011),FD,2904,11340461,2886,2011,37,3.09,http://www.boxofficemojo.com/movies/?id=drive2011.htm,92,Action Drama,R,15,Nicolas Winding Refn,Marc Platt,Cliff Martinez,35060689
Green Zone,Uni.,3004,14309295,3003,2010,11,2.45,http://www.boxofficemojo.com/movies/?id=greenzone.htm,53,Thriller,R,100,Paul Greengrass,Tim Bevan,John Powell,35053660
Tyler Perry's Good Deeds,LGF,2132,15583924,2132,2012,9,2.25,http://www.boxofficemojo.com/movies/?id=gooddeeds.htm,30,Drama,PG-13,?,Tyler Perry,Ozzie Areu,Aaron Zigman,35025791
Good Luck Chuck,LGF,2612,13652001,2612,2007,38,2.56,http://www.boxofficemojo.com/movies/?id=goodluckchuck.htm,5,Romantic Comedy,R,?,?,?,Aaron Zigman,35017297
50/50,Sum.,2479,8644095,2458,2011,39,4.05,http://www.boxofficemojo.com/movies/?id=50fifty.htm,94,Comedy,R,8,Jonathan Levine,Evan Goldberg,Michael Giacchino,35014192
The 5th Wave,Sony,2908,10326356,2908,2016,4,3.38,http://www.boxofficemojo.com/movies/?id=5thwave.htm,16,Sci-Fi Action,PG-13,38,?,?,Henry Jackman,34916787
Hot Pursuit,WB (NL),3037,13942258,3003,2015,19,2.48,http://www.boxofficemojo.com/movies/?id=witherspoonvergara.htm,7,Comedy,PG-13,35,Anne Fletcher,Bruna Papandrea,Christophe Beck,34580201
Concussion (2015),Sony,2841,10513749,2841,2015,52,3.29,http://www.boxofficemojo.com/movies/?id=concussion2015.htm,60,Drama,PG-13,35,Peter Landesman,Ridley Scott,James Newton Howard,34542474
Courageous,TriS,1214,9112839,1161,2011,39,3.79,http://www.boxofficemojo.com/movies/?id=courageous.htm,30,Drama,PG-13,2,Alex Kendrick,Stephen Kendrick,?,34522221
Inferno,Sony,3576,14860425,3576,2016,44,2.31,http://www.boxofficemojo.com/movies/?id=inferno2015.htm,19,Thriller,PG-13,75,Ron Howard,Brian Grazer,Hans Zimmer,34343574
Texas Chainsaw 3D,LGF,2659,21744470,2654,2013,1,1.58,http://www.boxofficemojo.com/movies/?id=texaschainsaw3d.htm,19,Horror,R,?,John Luessenhop,?,John Frizzell,34341945
This is Where I Leave You,WB,2868,11558149,2868,2014,38,2.97,http://www.boxofficemojo.com/movies/?id=thisiswhereileaveyou.htm,41,Comedy,R,19.8,Shawn Levy,Shawn Levy,Michael Giacchino,34296320
The Reader,Wein.,1203,168051,8,2009,5,203.48,http://www.boxofficemojo.com/movies/?id=reader.htm,61,Period Drama,R,32,Stephen Daldry,Jason Blum,?,34194407
The DUFF,LGF,2622,10809149,2575,2015,8,3.15,http://www.boxofficemojo.com/movies/?id=duff.htm,71,Comedy,PG-13,8.5,Ari Sandel,McG,?,34030343
All About Steve,Fox,2265,11241214,2251,2009,36,3.01,http://www.boxofficemojo.com/movies/?id=allaboutsteve.htm,7,Comedy,PG-13,?,?,?,Christophe Beck,33862903
The Gambler,Par.,2494,9129999,2478,2014,52,3.69,http://www.boxofficemojo.com/movies/?id=gambler.htm,46,Crime Drama,R,25,Rupert Wyatt,Robert Chartoff,Jon Brion,33680992
Marmaduke,Fox,3213,11599661,3213,2010,23,2.9,http://www.boxofficemojo.com/movies/?id=marmaduke.htm,9,Family Comedy,PG,50,Tom Dey,John Davis,Christopher Lennertz,33644788
R.I.P.D.,Uni.,2852,12691415,2852,2013,29,2.65,http://www.boxofficemojo.com/movies/?id=ripd.htm,13,Action,PG-13,130,Robert Schwentke,David Dobkin,Christophe Beck,33618855
Devil,Uni.,2811,12289375,2809,2010,38,2.73,http://www.boxofficemojo.com/movies/?id=nightchroniclesdevil.htm,52,Horror,PG-13,?,Drew Dowdle,Drew Dowdle,?,33601190
Semi-Pro,NL,3121,15075114,3121,2008,9,2.22,http://www.boxofficemojo.com/movies/?id=semipro.htm,21,Sports Comedy,R,?,?,?,Theodore Shapiro,33479698
Fireproof,Gold.,905,6836036,839,2008,39,4.89,http://www.boxofficemojo.com/movies/?id=fireproof.htm,40,Drama,PG,$1,Alex Kendrick,Alex Kendrick,?,33456317
2016 Obama's America,RM,2017,31610,1,2012,34,1058.18,http://www.boxofficemojo.com/movies/?id=2016obamasamerica.htm,25,Documentary,PG,?,Dinesh D,Gerald R. Molen,?,33449086
Doubt,Mira.,1287,507226,15,2008,52,65.94,http://www.boxofficemojo.com/movies/?id=doubt.htm,78,Drama,PG-13,20,?,Mark Roybal,Howard Shore,33446470
Blue Jasmine,SPC,1283,612064,6,2013,34,54.58,http://www.boxofficemojo.com/movies/?id=bluejasmine.htm,91,Comedy,PG-13,?,Woody Allen,?,?,33405481
Halloween II (2009),W/Dim.,3088,16349565,3025,2009,35,2.04,http://www.boxofficemojo.com/movies/?id=halloween209.htm,19,Horror,R,15,Rob Zombie,?,Tyler Bates,33392973
The Informant!,WB,2505,10464314,2505,2009,38,3.18,http://www.boxofficemojo.com/movies/?id=informant.htm,79,Drama,R,22,Steven Soderbergh,Jennifer Fox,?,33316821
Woman in Gold,Wein.,2011,2091551,258,2015,15,15.92,http://www.boxofficemojo.com/movies/?id=womaningold.htm,54,Drama,PG-13,11,?,?,Hans Zimmer,33307793
Mr. Bean's Holiday,Uni.,1778,9889780,1714,2007,34,3.37,http://www.boxofficemojo.com/movies/?id=bean2.htm,51,Comedy,G,?,?,Tim Bevan,?,33302167
Breach,Uni.,1505,10504990,1489,2007,7,3.16,http://www.boxofficemojo.com/movies/?id=breach.htm,84,Drama,PG-13,?,Billy Ray,Sidney Kimmel,Mychael Danna,33231264
Zodiac,Par.,2379,13395610,2362,2007,9,2.47,http://www.boxofficemojo.com/movies/?id=zodiac07.htm,89,Thriller,R,65,David Fincher,Cean Chaffin,?,33080084
The Second Best Exotic Marigold Hotel,FoxS,2022,8540370,1573,2015,10,3.87,http://www.boxofficemojo.com/movies/?id=bestexotic2.htm,63,Comedy,PG,10,John Madden,?,Thomas Newman,33078266
The Rite,WB (NL),2985,14789393,2985,2011,4,2.23,http://www.boxofficemojo.com/movies/?id=rite.htm,20,Thriller,PG-13,37,Mikael Hafstrom,Beau Flynn,Alex Heffes,33047633
Arthur (2011),WB,3276,12222756,3276,2011,14,2.7,http://www.boxofficemojo.com/movies/?id=arthur2011.htm,26,Comedy,PG-13,40,Jason Winer,Chris Bender,Theodore Shapiro,33035397
Balls of Fury,Rog.,3081,11352123,3052,2007,35,2.9,http://www.boxofficemojo.com/movies/?id=ballsoffury.htm,23,Sports Comedy,PG-13,?,?,Gary Barber,Randy Edelman,32886940
Drillbit Taylor,Par.,3061,10309986,3056,2008,12,3.19,http://www.boxofficemojo.com/movies/?id=drillbittaylor.htm,25,Comedy,PG-13,?,Steven Brill,Judd Apatow,Christophe Beck,32862104
The Last House on the Left (2009),Uni.,2402,14118685,2401,2009,11,2.32,http://www.boxofficemojo.com/movies/?id=lasthouseontheleft09.htm,42,Horror,R,?,Dennis Iliadis,?,?,32752215
Hereafter,WB,2424,220322,6,2010,43,148.63,http://www.boxofficemojo.com/movies/?id=hereafter.htm,46,Drama,PG-13,50,Clint Eastwood,Robert Lorenz,?,32746941
When in Rome,BV,2456,12350041,2456,2010,5,2.65,http://www.boxofficemojo.com/movies/?id=wheninrome.htm,17,Romantic Comedy,PG-13,?,Mark Steven Johnson,Andrew Panay,Christopher Young,32680633
Mother's Day,ORF,3291,8369184,3035,2016,18,3.88,http://www.boxofficemojo.com/movies/?id=mothersday.htm,45,Comedy,PG-13,25,Garry Marshall,?,?,32492859
Unfriended,Uni.,2775,15845115,2739,2015,16,2.05,http://www.boxofficemojo.com/movies/?id=cybernatural.htm,62,Horror,R,$1,Levan Gabriadze,Timur Bekmambetov,?,32482090
Paranormal Activity: The Marked Ones,Par.,2883,18343611,2867,2014,1,1.77,http://www.boxofficemojo.com/movies/?id=paranormalactivity5.htm,39,Horror,R,5,?,Jason Blum,?,32462372
The Men Who Stare at Goats,Over.,2453,12706654,2443,2009,45,2.55,http://www.boxofficemojo.com/movies/?id=menwhostareatgoats.htm,52,Comedy,R,25,?,Grant Heslov,Rolfe Kent,32428195
(500) Days of Summer,FoxS,1048,834501,27,2009,32,38.82,http://www.boxofficemojo.com/movies/?id=500daysofsummer.htm,86,Romance,PG-13,7.5,Marc Webb,Mason Novick,Mychael Danna,32391374
Nightcrawler,ORF,2766,10441000,2766,2014,44,3.1,http://www.boxofficemojo.com/movies/?id=nightcrawlers.htm,95,Crime Drama,R,8.5,Dan Gilroy,Jennifer Fox,James Newton Howard,32381217
Love and Other Drugs,Fox,2458,9739161,2455,2010,48,3.32,http://www.boxofficemojo.com/movies/?id=loveandotherdrugs.htm,49,Comedy,R,30,Edward Zwick,Pieter Jan Brugge,James Newton Howard,32367005
Entourage,WB,3108,10283250,3108,2015,23,3.15,http://www.boxofficemojo.com/movies/?id=entourage.htm,33,Comedy,R,30,Doug Ellin,Doug Ellin,?,32363404
Kevin Hart: Let Me Explain,LG/S,892,10030463,876,2013,27,3.21,http://www.boxofficemojo.com/movies/?id=kevinhart2013.htm,62,Concert,R,?,?,Kevin Hart,?,32244051
Definitely Maybe,Uni.,2220,9764270,2204,2008,7,3.3,http://www.boxofficemojo.com/movies/?id=definitelymaybe.htm,71,Romantic Comedy,PG-13,?,Adam Brooks,Tim Bevan,Clint Mansell,32241649
The Love Guru,Par.,3012,13907130,3012,2008,25,2.32,http://www.boxofficemojo.com/movies/?id=loveguru.htm,14,Comedy,PG-13,62,?,Gary Barber,?,32235793
Side Effects (2013),ORF,2605,9303145,2605,2013,6,3.46,http://www.boxofficemojo.com/movies/?id=bitterpill.htm,83,Thriller,R,?,Steven Soderbergh,Scott Z. Burns,Thomas Newman,32172757
Mr. Magorium's Wonder Emporium,Fox,3168,9630085,3164,2007,46,3.33,http://www.boxofficemojo.com/movies/?id=mrmagorium.htm,37,Fantasy Drama,G,?,Zach Helm,?,Alexandre Desplat,32061555
Scary Movie 5,W/Dim.,3402,14157367,3402,2013,15,2.26,http://www.boxofficemojo.com/movies/?id=scarymovie5.htm,4,Comedy,PG-13,20,Malcolm D. Lee,David Zucker,?,32015787
Earth (2009),BV,1804,8825760,1804,2009,17,3.63,http://www.boxofficemojo.com/movies/?id=earth09.htm,87,Documentary,G,?,?,?,George Fenton,32011576
She's Out of My League,Par.,2958,9775278,2956,2010,11,3.27,http://www.boxofficemojo.com/movies/?id=hard10.htm,58,Romantic Comedy,R,20,Jim Field Smith,George Gatins,?,32010860
Paper Towns,Fox,3031,12650140,3031,2015,30,2.53,http://www.boxofficemojo.com/movies/?id=papertowns.htm,57,Drama,PG-13,12,Jake Schreier,Marty Bowen,?,32000304
Extremely Loud & Incredibly Close,WB,2630,72348,6,2012,4,440.2,http://www.boxofficemojo.com/movies/?id=extremelyloud.htm,46,Drama,PG-13,?,Stephen Daldry,Mark Roybal,Alexandre Desplat,31847881
Milk,Focus,882,1453844,36,2009,5,21.9,http://www.boxofficemojo.com/movies/?id=milk.htm,94,Drama,R,20,Gus Van Sant,Dustin Lance Black,Danny Elfman,31841299
Push,Sum.,2313,10079109,2313,2009,6,3.16,http://www.boxofficemojo.com/movies/?id=push09.htm,23,Sci-Fi Thriller,PG-13,38,?,?,?,31811527
9,Focus,2060,10740446,1661,2009,37,2.96,http://www.boxofficemojo.com/movies/?id=9.htm,57,Animation,PG-13,30,?,Timur Bekmambetov,Deborah Lurie,31749894
The Soloist,P/DW,2090,9716458,2024,2009,17,3.26,http://www.boxofficemojo.com/movies/?id=soloist.htm,56,Music Drama,PG-13,?,Joe Wright,Tim Bevan,Dario Marianelli,31720158
Transporter 3,LGF,2626,12063452,2626,2008,48,2.63,http://www.boxofficemojo.com/movies/?id=transporter3.htm,37,Action,PG-13,?,Olivier Megaton,Luc Besson,Alexandre Azaria,31715062
Quarantine,SGem,2463,14211321,2461,2008,41,2.23,http://www.boxofficemojo.com/movies/?id=quarantine.htm,58,Horror Thriller,R,12,John Erick Dowdle,Sergio Aguero,?,31691811
August Rush,WB,2310,9421369,2310,2007,47,3.36,http://www.boxofficemojo.com/movies/?id=augustrush.htm,37,Fantasy Drama,PG,?,?,?,Mark Mancina,31664162
House at the End of The Street,Rela.,3083,12287234,3083,2012,38,2.57,http://www.boxofficemojo.com/movies/?id=houseattheendofthestreet.htm,11,Thriller,PG-13,10,Mark Tonderai,Ryan Kavanaugh,Theo Green,31611916
Chappie,Sony,3201,13346782,3201,2015,10,2.37,http://www.boxofficemojo.com/movies/?id=chappie.htm,32,Sci-Fi Action,R,49,Neill Blomkamp,?,Hans Zimmer,31569268
Scott Pilgrim vs. the World,Uni.,2820,10609795,2818,2010,33,2.97,http://www.boxofficemojo.com/movies/?id=scottpilgrim.htm,81,Action Comedy,PG-13,60,Edgar Wright,J. Miles Dale,?,31524275
Nick and Norah's Infinite Playlist,Sony,2421,11311751,2421,2008,40,2.78,http://www.boxofficemojo.com/movies/?id=nickandnorahsinfiniteplaylist.htm,74,Drama,PG-13,10,?,Chris Weitz,Mark Mothersbaugh,31487293
Zack and Miri Make a Porno,Wein.,2735,10065630,2735,2008,44,3.13,http://www.boxofficemojo.com/movies/?id=zackandmirimakeaporno.htm,65,Comedy,R,24,Kevin Smith,?,?,31457946
Chef,ORF,1298,204961,6,2014,22,153.32,http://www.boxofficemojo.com/movies/?id=chef.htm,86,Comedy,R,?,Jon Favreau,Jon Favreau,?,31424003
The Eye,LGF,2470,12425776,2436,2008,5,2.53,http://www.boxofficemojo.com/movies/?id=eye07.htm,22,Horror,PG-13,?,David Moreau,Doug Davison,Marco Beltrami,31418697
Leatherheads,Uni.,2798,12682595,2769,2008,14,2.47,http://www.boxofficemojo.com/movies/?id=leatherheads.htm,53,Sports Comedy,PG-13,58,George Clooney,Grant Heslov,Randy Newman,31373938
