Title,Distibutor,Max Theaters,Opening Weekend,Opening Theaters,Year,Weekend #,Multiplier,Box Office Mojo URL,RT Rating,Mojo Genre,Mojo MPAA,Mojo Budget,Director,Producer,Composer,Gross
Tyler Perry's Daddy's Little Girls,LGF,2111,11210754,2111,2007,7,2.8,http://www.boxofficemojo.com/movies/?id=daddyslittlegirls.htm,26,Romantic Comedy,PG-13,?,Tyler Perry,Tyler Perry,?,31366978
The Debt,Focus,1874,9909499,1826,2011,34,3.15,http://www.boxofficemojo.com/movies/?id=debt.htm,76,Drama,R,20,John Madden,Matthew Vaughn,Thomas Newman,31177548
The Mortal Instruments: City of Bones,SGem,3118,9336957,3118,2013,34,3.34,http://www.boxofficemojo.com/movies/?id=mortalinstruments.htm,12,Fantasy Drama,PG-13,60,Harald Zwart,Don Carmody,Atli Orvarsson,31165421
Charlie St. Cloud,Uni.,2725,12381585,2718,2010,31,2.52,http://www.boxofficemojo.com/movies/?id=charliestcloud.htm,27,Drama,PG-13,44,Burr Steers,Marc Platt,Rolfe Kent,31162545
Gods of Egypt,LG/S,3117,14123903,3117,2016,9,2.21,http://www.boxofficemojo.com/movies/?id=godsofegypt.htm,16,Action,PG-13,140,Alex Proyas,Basil Iwanyk,?,31153464
Crimson Peak,Uni.,2991,13143310,2984,2015,42,2.37,http://www.boxofficemojo.com/movies/?id=crimsonpeak.htm,71,Horror,R,55,Guillermo del Toro,Guillermo del Toro,?,31090320
The Pirates! Band of Misfits,Sony,3358,11137734,3358,2012,17,2.79,http://www.boxofficemojo.com/movies/?id=pirates12.htm,86,Animation,PG,55,Peter Lord,Peter Lord,Theodore Shapiro,31051126
Collateral Beauty,WB (NL),3028,7102085,3028,2016,51,4.37,http://www.boxofficemojo.com/movies/?id=collateralbeauty.htm,12,Drama,PG-13,36,David Frankel,?,?,31016021
Morning Glory,Par.,2544,9203266,2518,2010,46,3.37,http://www.boxofficemojo.com/movies/?id=morningglory10.htm,67,Comedy,PG-13,40,Roger Michell,J.J. Abrams,David Arnold,31011732
Joyful Noise,WB,2735,11225190,2735,2012,3,2.76,http://www.boxofficemojo.com/movies/?id=joyfulnoise.htm,33,Comedy,PG-13,?,Todd Graff,Broderick Johnson,Mervyn Warren,30932113
Get On Up,Uni.,2469,13585915,2468,2014,31,2.26,http://www.boxofficemojo.com/movies/?id=getonup.htm,80,Music Drama,PG-13,?,Tate Taylor,Brian Grazer,Thomas Newman,30703100
3 Days to Kill,Rela.,2872,12242218,2872,2014,8,2.51,http://www.boxofficemojo.com/movies/?id=threedaystokill.htm,28,Action Thriller,PG-13,28,McG,Luc Besson,?,30697999
Mirrors,Fox,2664,11161074,2664,2008,33,2.75,http://www.boxofficemojo.com/movies/?id=mirrors.htm,14,Horror,R,?,Alexandre Aja,Gregory Levasseur,Javier Navarette,30691439
Delivery Man,BV,3036,7944977,3036,2013,47,3.86,http://www.boxofficemojo.com/movies/?id=deliveryman.htm,39,Comedy,PG-13,26,Ken Scott,Scott Mednick,Jon Brion,30664106
Deliver Us From Evil,SGem,3049,9740471,3049,2014,27,3.14,http://www.boxofficemojo.com/movies/?id=bewarethenight.htm,28,Horror,R,30,Scott Derrickson,Paul Harris Boardman,Christopher Young,30577122
Hail Caesar!,Uni.,2248,11355225,2232,2016,6,2.69,http://www.boxofficemojo.com/movies/?id=hailcaesar.htm,86,Comedy,PG-13,22,Ethan Coen,Tim Bevan,Carter Burwell,30498085
The Sitter,Fox,2752,9851435,2750,2011,49,3.09,http://www.boxofficemojo.com/movies/?id=sitter.htm,21,Comedy,R,25,David Gordon Green,Michael De Luca,Jeff McIlwain,30441326
The Great Debaters,MGM/W,1290,6005180,1171,2007,52,5.04,http://www.boxofficemojo.com/movies/?id=greatdebaters.htm,79,Drama,PG-13,?,Denzel Washington,Todd Black,James Newton Howard,30236407
How Do You Know,Sony,2483,7484696,2483,2010,51,4.04,http://www.boxofficemojo.com/movies/?id=jimbrooks10.htm,32,Comedy,PG-13,120,James L. Brooks,Laurence Mark,Hans Zimmer,30212620
When the Game Stands Tall,TriS,2766,8381509,2673,2014,34,3.59,http://www.boxofficemojo.com/movies/?id=whenthegamestandstall.htm,17,Sports Drama,PG,15,Thomas Carter,David Zelon,John Paesano,30127963
Space Chimps,Fox,2538,7181374,2511,2008,29,4.19,http://www.boxofficemojo.com/movies/?id=spacechimps.htm,34,Animation,G,37,Kirk De Micco,?,Chris Bacon,30105968
Daybreakers,LGF,2523,15146692,2523,2010,2,1.99,http://www.boxofficemojo.com/movies/?id=daybreakers.htm,67,Horror,R,20,?,?,?,30101577
The Bank Job,LGF,1613,5935256,1603,2008,10,5.06,http://www.boxofficemojo.com/movies/?id=bankjob.htm,79,Crime Thriller,R,?,Roger Donaldson,Ryan Kavanaugh,?,30060660
The Iron Lady,Wein.,1244,220409,4,2012,3,136.19,http://www.boxofficemojo.com/movies/?id=ironlady.htm,51,Drama,PG-13,?,?,?,Thomas Newman,30017992
Grudge Match,WB,2856,7021993,2838,2013,52,4.24,http://www.boxofficemojo.com/movies/?id=grudgematch.htm,29,Sports Comedy,PG-13,40,Peter Segal,Bill Gerber,Trevor Rabin,29807260
When the Bough Breaks,SGem,2246,14202323,2246,2016,37,2.09,http://www.boxofficemojo.com/movies/?id=whentheboughbreaks.htm,12,Drama,PG-13,10,?,?,?,29747603
Did You Hear About the Morgans?,Sony,2718,6616571,2718,2009,51,4.47,http://www.boxofficemojo.com/movies/?id=grantparker09.htm,12,Romantic Comedy,PG-13,58,?,Ryan Kavanaugh,Theodore Shapiro,29580087
A Walk in the Woods,BG,2158,8246267,1960,2015,36,3.58,http://www.boxofficemojo.com/movies/?id=walkinthewoods.htm,46,Comedy,R,?,?,?,?,29504281
Priest,SGem,2864,14953664,2864,2011,19,1.95,http://www.boxofficemojo.com/movies/?id=priest07.htm,15,Action Horror,PG-13,60,Scott Charles Stewart,Michael De Luca,Christopher Young,29136626
The Mechanic,CBS,2704,11422006,2703,2011,4,2.55,http://www.boxofficemojo.com/movies/?id=mechanic.htm,53,Action,R,40,Simon West,Robert Chartoff,Mark Isham,29121498
The Stepfather (2009),SGem,2734,11581586,2734,2009,42,2.51,http://www.boxofficemojo.com/movies/?id=stepfather09.htm,11,Horror Thriller,PG-13,20,?,?,?,29062561
Nanny McPhee Returns,Uni.,2798,8407685,2784,2010,34,3.45,http://www.boxofficemojo.com/movies/?id=nannymcphee2.htm,75,Family,PG,35,Susanna White,Tim Bevan,James Newton Howard,29011215
Chimpanzee,BV,1567,10673748,1563,2012,16,2.71,http://www.boxofficemojo.com/movies/?id=chimpanzee.htm,74,Documentary,G,?,?,Don Hahn,?,28972764
One Direction: This is Us,TriS,2735,15815497,2735,2013,35,1.83,http://www.boxofficemojo.com/movies/?id=onedirection.htm,63,Concert,PG,10,Morgan Spurlock,Simon Cowell,?,28873374
Zoolander 2,Par.,3418,13841146,3394,2016,7,2.08,http://www.boxofficemojo.com/movies/?id=zoolander2.htm,23,Comedy,PG-13,?,Ben Stiller,?,?,28848693
Draft Day,LG/S,2781,9783603,2781,2014,15,2.95,http://www.boxofficemojo.com/movies/?id=draftday.htm,60,Sports Drama,PG-13,?,Ivan Reitman,Ali Bell,John Debney,28842237
The Five-Year Engagement,Uni.,2941,10610060,2936,2012,17,2.72,http://www.boxofficemojo.com/movies/?id=fiveyearengagement.htm,63,Comedy,R,30,Nick Stoller,Judd Apatow,?,28835528
Kick-Ass 2,Uni.,2945,13332955,2940,2013,33,2.16,http://www.boxofficemojo.com/movies/?id=kickass2.htm,31,Action Comedy,R,28,Jeff Wadlow,Mark Millar,Henry Jackman,28795985
Point Break (2015),WB,2910,9800252,2910,2015,52,2.94,http://www.boxofficemojo.com/movies/?id=pointbreak2015.htm,67,Action,PG-13,105,?,?,Junkie XL,28782481
Untraceable,SGem,2368,11354069,2368,2008,4,2.53,http://www.boxofficemojo.com/movies/?id=untraceable.htm,16,Thriller,R,35,Gregory Hoblit,Gary Lucchesi,Christopher Young,28687835
Defiance,ParV,1793,123513,2,2009,3,231.92,http://www.boxofficemojo.com/movies/?id=defiance.htm,57,War,R,32,Edward Zwick,Pieter Jan Brugge,James Newton Howard,28644813
28 Weeks Later,FoxA,2305,9807292,2303,2007,19,2.92,http://www.boxofficemojo.com/movies/?id=28weekslater.htm,70,Horror,R,?,Juan Carlos Fresnadillo,Danny Boyle,?,28638916
The Uninvited,P/DW,2344,10325824,2344,2009,5,2.77,http://www.boxofficemojo.com/movies/?id=uninvited.htm,32,Horror,PG-13,?,?,Doug Davison,Christopher Young,28596818
We Own the Night,Sony,2402,10826287,2362,2007,41,2.64,http://www.boxofficemojo.com/movies/?id=weownthenight.htm,56,Crime Drama,R,21,James Gray,Mark Wahlberg,?,28563179
Mr. Brooks,MGM,2453,10017067,2453,2007,22,2.85,http://www.boxofficemojo.com/movies/?id=mrbrooks.htm,55,Thriller,R,20,Bruce A. Evans,Kevin Costner,Ramin Djawadi,28549298
Brothers,LGF,2088,9527848,2088,2009,49,3,http://www.boxofficemojo.com/movies/?id=brothers09.htm,63,Drama,R,26,Jim Sheridan,Michael De Luca,Thomas Newman,28544157
Abduction,LGF,3118,10925253,3118,2011,38,2.57,http://www.boxofficemojo.com/movies/?id=abduction11.htm,4,Action,PG-13,35,John Singleton,Patrick Crowley,Ed Shearmur,28087155
Beastly,CBS,1959,9851102,1952,2011,9,2.83,http://www.boxofficemojo.com/movies/?id=beastly.htm,21,Fantasy,PG-13,17,Daniel Barnz,Susan Cartsonis,Marcelo Zarvos,27865571
The Switch,Mira.,2017,8436713,2012,2010,34,3.29,http://www.boxofficemojo.com/movies/?id=baster.htm,51,Comedy,PG-13,19,Josh Gordon,Jennifer Aniston,Alex Wurman,27779426
Sinister 2,Focus,2799,10542116,2766,2015,34,2.63,http://www.boxofficemojo.com/movies/?id=sinister2.htm,13,Horror,R,10,?,Jason Blum,?,27740955
Oculus,Rela.,2648,12005402,2648,2014,15,2.31,http://www.boxofficemojo.com/movies/?id=oculus.htm,73,Horror,R,5,Mike Flanagan,Marc D. Evans,?,27695246
Saw VI,LGF,3036,14118444,3036,2009,43,1.96,http://www.boxofficemojo.com/movies/?id=saw6.htm,36,Horror,R,11,?,James Wan,?,27693292
Hannibal Rising,MGM/W,3003,13051650,3003,2007,6,2.12,http://www.boxofficemojo.com/movies/?id=hannibalrising.htm,15,Thriller,R,?,?,?,Ilan Eshkeri,27670986
The Finest Hours,BV,3143,10288932,3143,2016,5,2.68,http://www.boxofficemojo.com/movies/?id=finesthours.htm,63,Thriller,PG-13,?,Craig Gillespie,?,Carter Burwell,27569558
Florence Foster Jenkins,Par.,1528,6601313,1528,2016,33,4.15,http://www.boxofficemojo.com/movies/?id=florencefosterjenkins.htm,87,Drama,PG-13,?,Stephen Frears,?,?,27383770
The Last Witch Hunter,LG/S,3082,10812861,3082,2015,43,2.53,http://www.boxofficemojo.com/movies/?id=lastwitchhunter.htm,16,Action Fantasy,PG-13,90,Breck Eisner,?,?,27367660
Dallas Buyers Club,Focus,1110,260865,9,2013,47,104.65,http://www.boxofficemojo.com/movies/?id=dallasbuyersclub.htm,94,Drama,R,5,Jean,?,?,27298285
No Escape,Wein.,3415,8111264,3355,2015,35,3.36,http://www.boxofficemojo.com/movies/?id=coup.htm,53,Action,R,?,John Erick Dowdle,Drew Dowdle,?,27288872
Brooklyn's Finest,Over.,1939,13350299,1936,2010,10,2.03,http://www.boxofficemojo.com/movies/?id=brooklynsfinest.htm,43,Action,R,17,Antoine Fuqua,?,Marcelo Zarvos,27163593
Cloud Atlas,WB,2023,9612247,2008,2012,43,2.82,http://www.boxofficemojo.com/movies/?id=cloudatlas.htm,66,Sci-Fi,R,?,Tom Tykwer,Tom Tykwer,Reinhold Heil,27108272
Hell or High Water,LGF,1505,621329,32,2016,35,43.47,http://www.boxofficemojo.com/movies/?id=hellorhighwater.htm,98,Action Drama,R,12,?,Sidney Kimmel,Nick Cave,27007844
Rush (2013),Uni.,2308,187289,5,2013,39,143.88,http://www.boxofficemojo.com/movies/?id=rush2013.htm,89,Action Drama,R,38,Ron Howard,Eric Fellner,Hans Zimmer,26947624
The Women (2008),PicH,2995,10115210,2962,2008,37,2.66,http://www.boxofficemojo.com/movies/?id=women08.htm,13,Comedy,PG-13,16,Diane English,Mick Jagger,Mark Isham,26902075
Moonlight (2016),A24,1564,402075,4,2016,47,66.89,http://www.boxofficemojo.com/movies/?id=forest.htm,97,Horror,PG-13,10,?,?,?,26895353
One Missed Call,WB,2240,12511473,2240,2008,1,2.15,http://www.boxofficemojo.com/movies/?id=onemissedcall.htm,0,Horror,PG-13,20,Eric Valette,Broderick Johnson,?,26890041
Ricki and the Flash,TriS,2064,6610961,1603,2015,32,4.06,http://www.boxofficemojo.com/movies/?id=rickiandtheflash.htm,64,Comedy,PG-13,18,Jonathan Demme,Mason Novick,?,26822144
The Other Boleyn Girl,Sony,1212,8203061,1166,2008,9,3.27,http://www.boxofficemojo.com/movies/?id=otherboleyngirl.htm,42,Period Drama,PG-13,35,Justin Chadwick,Alison Owen,Ed Shearmur,26814957
The Best of Me,Rela.,2936,10003827,2936,2014,42,2.68,http://www.boxofficemojo.com/movies/?id=bestofme.htm,8,Romance,PG-13,26,Michael Hoffman,Denise Di Novi,Aaron Zigman,26766213
Winnie the Pooh,BV,2405,7857076,2405,2011,28,3.4,http://www.boxofficemojo.com/movies/?id=winniethepooh.htm,90,Animation,G,30,Don Hall,John Lasseter,Henry Jackman,26692846
The Host (2013),ORF,3202,10600112,3202,2013,13,2.51,http://www.boxofficemojo.com/movies/?id=host2013.htm,8,Sci-Fi Thriller,PG-13,40,Andrew Niccol,Stephenie Meyer,Antonio Pinto,26627201
The Forest,Focus,2509,12741176,2451,2016,2,2.09,http://www.boxofficemojo.com/movies/?id=benhur2016.htm,10,Historical Epic,PG-13,100,Timur Bekmambetov,?,?,26594261
Machete,Fox,2678,11416164,2670,2010,36,2.33,http://www.boxofficemojo.com/movies/?id=machete.htm,72,Action,R,10.5,Ethan Maniquis,Robert Rodriguez,Carl Thiel,26593646
The Woman in Black 2: Angel of Death,Rela.,2602,15027415,2602,2015,1,1.76,http://www.boxofficemojo.com/movies/?id=womaninblack2.htm,21,Horror,PG-13,?,?,Ryan Kavanaugh,?,26501323
Run All Night,WB,3171,11012305,3171,2015,11,2.4,http://www.boxofficemojo.com/movies/?id=runallnight.htm,60,Action,R,50,Jaume Collet,Roy Lee,Junkie XL,26461644
Street Kings,FoxS,2469,12469631,2467,2008,15,2.12,http://www.boxofficemojo.com/movies/?id=streetkings.htm,36,Crime Drama,R,20,David Ayer,Arnon Milchan,Graeme Revell,26418667
One For the Money,LGF,2737,11515790,2737,2012,5,2.29,http://www.boxofficemojo.com/movies/?id=oneforthemoney.htm,2,Action Comedy,PG-13,40,Julie Anne Robinson,Katherine Heigl,Deborah Lurie,26414527
Ben-Hur (2016),Par.,3084,11203815,3084,2016,34,2.36,http://www.boxofficemojo.com/movies/?id=moonlight2016.htm,25,Drama,R,?,?,?,?,26410477
A Walk Among the Tombstones,Uni.,2714,12758780,2712,2014,38,2.06,http://www.boxofficemojo.com/movies/?id=walktombstones.htm,65,Drama,R,28,Scott Frank,Danny DeVito,Carlos Rafael Rivera,26307600
Love the Coopers,LGF,2603,8317545,2603,2015,46,3.16,http://www.boxofficemojo.com/movies/?id=lovethecoopers.htm,19,Comedy,PG-13,17,Jessie Nelson,?,?,26302731
The Wrestler,FoxS,776,202714,4,2009,5,129.43,http://www.boxofficemojo.com/movies/?id=wrestler.htm,98,Sports Drama,R,6,Darren Aronofsky,?,Clint Mansell,26238243
Ramona and Beezus,Fox,2719,7810481,2719,2010,30,3.35,http://www.boxofficemojo.com/movies/?id=ramona.htm,70,Family,G,15,Elizabeth Allen,Alison Greenspan,Mark Mothersbaugh,26167002
That Awkward Moment,Focus,2809,8742109,2809,2014,5,2.98,http://www.boxofficemojo.com/movies/?id=areweofficiallydating.htm,23,Romantic Comedy,R,8,Tom Gormican,Scott Aversano,?,26068955
The World's End,Focus,1553,8811790,1551,2013,34,2.95,http://www.boxofficemojo.com/movies/?id=worldsend.htm,89,Comedy,R,20,Edgar Wright,Tim Bevan,Steven Price,26004851
The Nanny Diaries,MGM/W,2636,7480927,2629,2007,34,3.47,http://www.boxofficemojo.com/movies/?id=nannydiaries.htm,34,Comedy,PG-13,?,?,?,?,25930652
Shutter,Fox,2756,10447559,2753,2008,12,2.48,http://www.boxofficemojo.com/movies/?id=shutter.htm,56,Horror,PG-13,?,?,Doug Davison,Nathan Barr,25928550
Leap Year,Uni.,2512,9202815,2511,2010,2,2.82,http://www.boxofficemojo.com/movies/?id=leapyear.htm,21,Romantic Comedy,PG,19,?,Chris Bender,Randy Edelman,25918920
Alex Cross,LG/S,2541,11396768,2539,2012,42,2.27,http://www.boxofficemojo.com/movies/?id=alexcross.htm,12,Crime Thriller,PG-13,35,Rob Cohen,Randall Emmett,John Debney,25888412
Superhero Movie,MGM/W,2965,9510297,2960,2008,13,2.72,http://www.boxofficemojo.com/movies/?id=superheromovie.htm,17,Comedy,PG-13,?,Craig Mazin,Robert K. Weiss,?,25881068
The Lazarus Effect,Rela.,2666,10203437,2666,2015,9,2.53,http://www.boxofficemojo.com/movies/?id=lazarus.htm,14,Horror,PG-13,3.3,David Gelb,Jason Blum,?,25801047
Mr. Woodcock,NL,2237,8761369,2231,2007,37,2.94,http://www.boxofficemojo.com/movies/?id=mrwoodcock.htm,13,Comedy,PG-13,?,Craig Gillespie,?,Theodore Shapiro,25799486
You Again,BV,2548,8407513,2548,2010,39,3.06,http://www.boxofficemojo.com/movies/?id=youagain.htm,17,Comedy,PG,20,Andy Fickman,Andy Fickman,?,25702053
21 and Over,Rela.,2771,8754168,2771,2013,9,2.93,http://www.boxofficemojo.com/movies/?id=21andover.htm,26,Comedy,R,13,Jon Lucas,David Hoberman,Lyle Workman,25682380
Dance Flick,Par.,2459,10643536,2450,2009,21,2.41,http://www.boxofficemojo.com/movies/?id=danceflick.htm,18,Comedy,PG-13,25,?,Rick Alvarez,?,25662155
Nancy Drew,WB,2612,6832318,2612,2007,24,3.75,http://www.boxofficemojo.com/movies/?id=nancydrew.htm,50,Family Adventure,PG,?,Andrew Fleming,Mark Vahradian,?,25612520
The Mist,MGM/W,2423,8931973,2423,2007,47,2.87,http://www.boxofficemojo.com/movies/?id=mist.htm,73,Horror,R,18,Frank Darabont,Frank Darabont,Mark Isham,25594957
Her (2013),WB,1729,260382,6,2014,2,98.2,http://www.boxofficemojo.com/movies/?id=her2013.htm,95,Comedy,R,23,Spike Jonze,Megan Ellison,?,25568251
W.,LGF,2050,10505668,2030,2008,42,2.43,http://www.boxofficemojo.com/movies/?id=w.htm,59,Historical Drama,PG-13,25.1,Oliver Stone,Jon Kilik,?,25534493
The Fourth Kind,Uni.,2530,12231160,2527,2009,45,2.08,http://www.boxofficemojo.com/movies/?id=fourthkind.htm,19,Thriller,PG-13,?,?,Paul Brooks,Atli Orvarsson,25486040
The International,Sony,2364,9331739,2364,2009,7,2.73,http://www.boxofficemojo.com/movies/?id=international.htm,59,Drama,R,50,Tom Tykwer,Ryan Kavanaugh,Tom Tykwer,25450527
Ex Machina,A24,2004,237264,4,2015,17,107.23,http://www.boxofficemojo.com/movies/?id=exmachina.htm,93,Sci-Fi Thriller,R,15,Alex Garland,Scott Rudin,?,25442958
Boyhood,IFC,775,387618,5,2014,33,65.41,http://www.boxofficemojo.com/movies/?id=boyhood.htm,98,Drama,R,4,Richard Linklater,Richard Linklater,?,25352281
Katy Perry: Part of Me,Par.,2732,7138266,2730,2012,27,3.55,http://www.boxofficemojo.com/movies/?id=katyperry.htm,75,Documentary,PG,12,?,?,Deborah Lurie,25326071
Top Five,Par.,1426,6896593,979,2014,50,3.67,http://www.boxofficemojo.com/movies/?id=topfive.htm,86,Comedy,R,?,Chris Rock,Barry Diller,Ludwig Goransson,25317379
Aliens in the Attic,Fox,3108,8008423,3106,2009,31,3.15,http://www.boxofficemojo.com/movies/?id=aliensintheattic.htm,31,Family Adventure,PG,45,John Schultz,Arnon Milchan,John Debney,25200412
The Witch,A24,2204,8800230,2046,2016,8,2.86,http://www.boxofficemojo.com/movies/?id=thewitch.htm,91,Horror,R,?,?,?,?,25138705
Escape Plan,LG/S,2883,9885732,2883,2013,42,2.54,http://www.boxofficemojo.com/movies/?id=tomb.htm,49,Action Thriller,R,?,Mikael Hafstrom,Mark Canton,Alex Heffes,25135965
The Reaping,WB,2603,10025203,2603,2007,14,2.51,http://www.boxofficemojo.com/movies/?id=reaping.htm,8,Horror,R,?,Stephen Hopkins,Susan Downey,John Frizzell,25126214
Killer Elite,ORF,2986,9352008,2986,2011,38,2.69,http://www.boxofficemojo.com/movies/?id=killerelite.htm,25,Action Thriller,R,70,Gary McKendry,?,?,25124966
Alpha and Omega,LGF,2625,9106906,2625,2010,38,2.76,http://www.boxofficemojo.com/movies/?id=alphaandomega.htm,16,Animation,PG,?,?,?,Chris Bacon,25107267
Grindhouse,W/Dim.,2629,11596613,2624,2007,14,2.16,http://www.boxofficemojo.com/movies/?id=grindhouse.htm,83,Horror,R,67,Robert Rodriguez,Robert Rodriguez,Graeme Revell,25037897
In the Heart of the Sea,WB,3103,11053366,3103,2015,50,2.26,http://www.boxofficemojo.com/movies/?id=heartofthesea.htm,42,Drama,PG-13,100,Ron Howard,?,?,25020758
The November Man,Rela.,2776,7911597,2776,2014,35,3.16,http://www.boxofficemojo.com/movies/?id=novemberman.htm,34,Action,R,?,Roger Donaldson,?,?,25018119
Piranha 3D,W/Dim.,2491,10106872,2470,2010,34,2.47,http://www.boxofficemojo.com/movies/?id=piranha3d.htm,73,Horror,R,24,Alexandre Aja,Mark Canton,Michael Wandmacher,25003155
Never Back Down,Sum.,2729,8603195,2729,2008,11,2.89,http://www.boxofficemojo.com/movies/?id=neverbackdown.htm,22,Action Drama,PG-13,20,Jeff Wadlow,David Zelon,Michael Wandmacher,24850922
Season of the Witch,Rela.,2827,10612375,2816,2011,1,2.34,http://www.boxofficemojo.com/movies/?id=seasonofthewitch.htm,9,Period Action,PG-13,40,Dominic Sena,Ryan Kavanaugh,Atli Orvarsson,24827228
Our Idiot Brother,Wein.,2555,7011631,2555,2011,34,3.54,http://www.boxofficemojo.com/movies/?id=ouridiotbrother.htm,68,Comedy,R,5,Jesse Peretz,?,?,24816118
Lottery Ticket,WB,1974,10652297,1973,2010,34,2.32,http://www.boxofficemojo.com/movies/?id=lotteryticket.htm,34,Comedy,PG-13,17,Erik White,Matt Alvarez,?,24719879
Sicko,LGF,1117,68969,1,2007,27,355.81,http://www.boxofficemojo.com/movies/?id=sicko.htm,91,Documentary,PG-13,9,Michael Moore,?,?,24540079
Don Jon,Rela.,2422,8677009,2422,2013,39,2.82,http://www.boxofficemojo.com/movies/?id=donjon.htm,81,Comedy,R,3,Joseph Gordon,Ram Bergman,?,24477704
Sparkle (2012),TriS,2244,11643342,2244,2012,33,2.1,http://www.boxofficemojo.com/movies/?id=sparkle2012.htm,57,Music Drama,PG-13,14,Salim Akil,Whitney Houston,Salaam Remi,24397469
Across the Universe,SonR,964,667784,23,2007,41,36.45,http://www.boxofficemojo.com/movies/?id=acrosstheuniverse.htm,53,Musical,PG-13,?,Julie Taymor,?,Elliot Goldenthal,24343673
The Spy Next Door,LGF,2924,9726056,2924,2010,3,2.5,http://www.boxofficemojo.com/movies/?id=spynextdoor.htm,12,Action Comedy,PG,28,?,Ryan Kavanaugh,?,24307086
Bridget Jones's Baby,Uni.,2930,8571785,2927,2016,38,2.83,http://www.boxofficemojo.com/movies/?id=bridgetjonessbaby.htm,76,Romantic Comedy,R,35,Sharon Maguire,?,?,24252420
Tinker Tailor Soldier Spy,Focus,886,310562,4,2012,2,77.76,http://www.boxofficemojo.com/movies/?id=tinkertailorsoldierspy.htm,83,Thriller,R,?,Tomas Alfredson,Tim Bevan,Alberto Iglesias,24149393
From Paris with Love,LGF,2722,8158860,2722,2010,6,2.95,http://www.boxofficemojo.com/movies/?id=frompariswithlove.htm,37,Action,R,52,Pierre Morel,Luc Besson,David Buckley,24077427
Don't Be Afraid of the Dark,FD,2780,8525728,2760,2011,34,2.82,http://www.boxofficemojo.com/movies/?id=dontbeafraidofthedark.htm,67,Horror,R,25,Troy Nixey,Guillermo del Toro,Marco Beltrami,24046682
Observe and Report,WB,2727,11017334,2727,2009,15,2.18,http://www.boxofficemojo.com/movies/?id=observeandreport.htm,50,Comedy,R,18,Jody Hill,Jon Jashni,?,24007324
Perfect Stranger,SonR,2661,11206163,2661,2007,15,2.14,http://www.boxofficemojo.com/movies/?id=perfectstranger.htm,11,Thriller,R,?,James Foley,?,?,23984949
